,label,question
463,2,우울증 정신 치료 어디 여기 의사 의견 일반 경험 방법 우울증 생각 스트레스 방법 걸로 걸로 이유 이유 때문 처음 머리 다음 피곤 보통 주말 저녁 시도 누구 사람 시간 대화 친구 이게 우울증 얘기 정신 치료 생각 주변 정신과 사람 때문 하루 종일 피곤 정신 감정 무력 부작용 감정 폭발 효과 식욕 음식 세만 헛구역질 처방 대부분 장기 정신과 동안 의존 우울 불면증 해소 나머지 부작용 정작 자신 편안 감정 무력 정신과 완치 경우 산책 샤워 기분 전환 그때 걸로 스트레스 지경 운동 산책 시도 그때 친구 노력 자기 친구 바램 포기 남자 친구 시간 이건 연애 개인 문제 혼자 해결 도움 위로 감사 의사 답변 경험담 이야기 방법 해결책 살날 생각 그건 내손 해고 관심 극단 시위 행위 아무것 감정 아침 절대 넋두리 스트레스 고민 연구 밤낮 감정 시간 근본 해결 갈피
464,4,가슴 두근거림 증상 생활 주변 상황 해결 문제 가지 어려움 생활 문제 고민 근심 걱정 신경 고민 걱정거리 차멀미 시작 약간 증상 다리 누군가 느낌 우측 머리 정도 전류 문제 증상 요즘 가슴 두근거림 심장 느낌 느낌 무언가 공포 심장 심장 증상 정신 신경 증상 무언가 원인 예전 생활 저녁 운동 감사
465,4,대인공포증 안녕 남자 평소 친구 문제 때문 고민 일상 생활 생각 대인 관계 문제 친구 관계 공부 성격 문제 성격 대인 기피 사람 뭔가 자신 느낌 친구 관계 집착 집착 친구 관계 이것 일종 강박 친구 불편 학교 공부 선생 수업 시간 중간 시간 자기 얘기 머릿속 설명 따구 결론 대인공포증
466,3,강박 답변 부탁 안녕 지식 게시판 답변 해결책 부탁 증상 눈동자 불안 강박 보통 사람 사람 계속 가운데 보통 사팔뜨기 가운데 순간 이걸 불안 겁니다 사람 가운데 집착 불안 사람 사람 눈동자 생각 참고 마음 불안 만약 눈동자 사람 이상 마음 불안 사람 행동 마음 가슴 사람 사람 자제 마음 불안 생각 실제 마음 상태 하루 시간 생각 사람 예전 자책감 사시 걱정 불행 의사 상관 그때 한시름 문제 하루 시간 동안 이걸 머리 생각 문제 생활 느낌 사람 세계 사람 느낌 의사 선생 심리 상담 전문 치료사 정신 관련 답변 부탁 해결책 부탁 마인드 강박 조언 의사 담사 얼마 답변 답변 올해 장담 확신 답변 감사 답변 부탁
467,3,자해 방법 평소 자해 학원 습관 손목 상처 짜증 장난 답변 상담 학교 설문 조사 점수 병원 상담 학교 병원 학교 부모 설문지 설문지 상담 병원 담당 선생 말씀 여잔데요 병원 얘기 자해 부모
468,1,결벽증 문제 결벽증 저번 사람 시체 생각 내공
469,3,신체 리듬 법요 불면증 격투기 크로스 동안 저녁 운동 시작 해외 직구 찬연 건강 보조제 시간 정신 출근 피곤 신체 리듬 햇빛 중단 병원 상태
470,4,정신 질환 질문 감정 영화 긴장 부분 가슴 공감 평소 영화 이건 이건 판단 영화 심장 느낌 하나 무언가 감정 아무것 이젠 성욕 평소 여자 성욕 가슴 뭔가 기대 만족감 실패 아무것 평소 자신 감흥 사람 무언가 아무것 사람 평소 하나 질환 주일 정도 의사 선생 생각 처리 해리 현상 처방 불안 증상 감정 상대 감정 분위기 하나 이건 욕구 아무것 평소 표출 가슴 아무것 평소 개그 프로 전공 분야 예술 계통 치명 스트레스 평소 강도 노래방 소리 느낌 짜증
471,3,의사 선생 후반 여자 작년 월경 사고 응급실 봉합 수술 이후 지금 꿈속 당시 봉합 수술 그때 고통 장면 처음 별거 생각 인터넷 외상 스트레스 신경 정신과 상담 나중 취업 건강 검진 이익 보험 이익 작용 이익 상담
472,2,조울증 증상 감정 기복 하루 수십 기분 다운 기분 얼마 우울 짜증 집중 정신 감정 제어 주변 사람 정신 관계 대학 시절 친구 얼마 어투 갈래 주변 성격 거지 증상 이유 짜증 시간 우울 감정 생각 상담 건가요
473,4,자폐성 장애 개월 남아 언어 자기 세계 일렬 움직임 안정 부족 상황 이상 엄마 아빠 기분 어린이집 적응 또래 아이 시작 노래 아빠 의사 놀이 청진기 아빠 자기 자기 필요 요구 호명 반응 눈빛 운동 신경 불안 불안 걱정 불안 아이 분리 불안 엄마 아빠 뭔가 요구 우리 가요
474,3,엄마 집착 올해 무직 여성 고민 제목 엄마 집착 고민 공감 정도 사회 경험 놀이터 친구 친구 초대 성별 여자 도요 유학 한국 친구 친구 서울 대학 시도 불시 숙소 주말 사람 어디 남자 친구 부모 전화 어딜 대학 졸업 취업 생각 저희 아래 현관문 번호 카드 자기 카드 카드 지갑 신용 카드 카드 약속 화장품 대학 엄마 집착 때문 우울증 생각 정신 시간 비용 부담 부모 카드 카드 역서 엄마 때문 우울증 원인 부모 그때 병원 아버지 바람기 때문 제게 사랑 정성 최근 남동생 속도위반 때문 남자 말씀 잘못 말씀 엄마 스트레스 제게 집안 부유 한도 카드 나이 명품 하나 인터넷 이번 동안 핸드폰 게임 결제 친구 술값 카드 알람 엄마 아빠 카드 엄마 집착 이상 스트레스 반응 포기 근대 오늘 사촌 언니 손버릇 화장품 엄마 사촌 언니 화장품 귀중품 언니 그걸 너희 엄마 엄마 화장품 도둑년 바가지 자식 시간 처음 자신 눈앞 아빠 남동생 제욕 이모 나중 의식 정신 한계 얘기 공감대 하나 생각 죽지 이것 건지 지식인 정도 밑바닥 고민 친구 생각 아무것 다음 현금 카드 하나 고민 고민 감사 조언
475,1,우울증 화남 저희 엄마 이상 아무것 막내 시구 우울증 엄마 때문 누나 엄마 온지 엄마 친구 엄마 어디 잘못 엄마 이사 혼자 엄마 의지 사람 누나 누나 기숙사 생활 누나 가요
476,2,생각 때문 고민 안녕 대학 남자 얼마 스트레스 위염 생각 카페인 섭취 요즘 제산제 음식 섭취 이게 문제 예전 요즘 생각 고민 수업 시간 이걸 공강 공부 하자 시작 다음 교수 면담 대사 연습 요즘 자기 다음 하루 일과 머릿속 버릇 생각 정도 생각 피곤 시간 정상 건데 오버 신경 걸까요
477,1,조울증 생각 조울증 생각 조울증 생각 조울증 부모 갈등 친구 한마디 한마디 반응 어머니 치료 말씀 어머니 정신 치료 정신 치료 기록 나중 직장 생활 사회생활 불편 정신 치료 반대 질문 다음 정신 치료 기록 나중 직장 생활 사회생활 지장 보통 정신 치료 정기 조울증 치료 병원 정신 치료 병원 비용 걱정 비용 얼마 정도 치료 시간 소요 재수 공부 지장 내공 감사
478,3,정신 질환 정신 이상문 의요 안녕 집사람 말다툼 결혼 말다툼 처음 집사람 유리컵 유리 조각 자해 겁니다 차례 정신 윽박 그때 시간 오후 문제 저녁 오유 시경 아저씨 무릎 겁니다 아저씨 밤새 걱정 집사람 새아빠 새엄마 때문 그때 악몽 건지 증상 결근 경험 전문가 답변 부탁
479,1,우울증 불안증 대인 관계 우울 충동 병원 처방 성인 계기 초조 우울 때문 병원 불안증 처방 이틀 정도 개월 회사 동생 지갑 이후 충격 무기력 우울 이젠 사람 머리 사람 전화 심장 듯이 회사 취직 이상 이번 성격 우울 신경 정신과 경우 처방 복용 중단 경우
480,3,리스 페달 질문 이약 부작용 이약 개월 정도 개월 정도 증상 이전
481,3,정도 정신 상담 남자 사교 부족 타인 의식 예전 친구 인맥 사람 장소 사람 가슴 자리 행동 하나하나 실수 신경 사람 대화 머리 생각 머리 신경 친구 자존 부족 사람 장점 사람 비교 자신 생각 사람 생각 외향 사람 문제 어디 상담
482,1,정신 상담 고려 예전 조울증 정신 상담 생각 질문 생각 정리 생각 대로 정도 고무줄 부모 친구 때문 몸무게 사람 친구 용건 이외 침대 정도 생각 사람 그룹 웃음 그룹 애교 그룹 우울 위축 그룹 그룹 모습 진짜 성격 건지 사람 정신 상담 생각 생각 고민 감사 감사
483,4,마음 불안 가정폭력 생명 위협 신고 위협 가족 판결 흉기 이용 처벌 처벌 문제 경찰서 가슴 불안 위협 모습 눈빛 목소리 흉기 눈앞 주책 눈물 심장 두근거림 가슴 뭔가 두려움 심장 걸까요
484,3,분노 조절 장애 부모 물건 보통 아빠 위험 물건 아빠 엄마 욕설 사람 무시 아빠 자기 폭력 아빠 엄마 평소 부모 순간 혐오 부모 행동 최근 엄마 인격 무시 엄마 행동 분노 폭발 엄마 아빠 시늉 흉기 자체 소름 엄마 욕설 인격 모독 순간 이성 제어 분노 조절 부모 욕설 후회 순간 그게 조절 어딜 치료
485,1,옛날 무기력 수생 상황 옛날 후회 기억 눈물 현재 자신 적응 존재 건지 증세 사람
486,1,정신 과약 전자 담배 흡연 안녕 올해 여자 오해 부탁 여자 저차 집안 환경 정신 병력 사춘기 정도 제자신이 엄마 부탁 병원 선생 상태 시작 그때 대초 최악 리튬 리페리 약간 수면제 병명 최근 조울증 고등학교 최악 목숨 시도 바람 구석구석 상처 병원 만큼 행운 만큼 여자 저차 회복 가족 포함 기적 생각 친구 사람 예전 별것 만큼 이젠 일다 노력 질문 사람 자신 도움 요즘 자신 피해 때문 의존 여자 임신 나중 기분 스스로 행복 만족 기분 제몸을 병원 이번 정도 차례 수면제 중요 자신 노력 주위 걱정 상태 노력 모습 서프라이즈 가족 말씀 자신 선물 상태 무리 추천 사항 자신 행복 정신력 운동 해결 건가요 진솔 언변 선생 말씀 선생 부분 말씀 진솔 선생 마음 상황 이해 위험 행동
487,5,정신 과약 복용 중단 이상 증세 정신 투약 복용 중단 불면증 불안 초조 우울 호소 이상 증세 복용 중단 건지 중단 건지 증상
488,3, 사람 행복 위로 사람 생각 지도 표현 아무 지도 단어 생각 언젠가 머릿속 생각 벌레 생각 생각 가식 웃음 사람 대화 대화 상대방 영혼 웃음 이해 상대방 상대방 상대 침묵 공기 대화 주도 유머 감각 상상 상상 머릿속 현실 이야기 시작 상대방 말꼬리 딴청 일쑤 얘기 그것 때문 사람 얘기 대인 관계 일시 학기 처음 아이 관심 문제점 아이 하나 아이 자처 마음속 아이 행동 핸드폰 주소록 번호 의미 숫자 중고 학교 친구 전화 제게 외로움 처음 마지막 여자 친구 성격 여자 친구 정도 그건 기적 대꾸 시간 능력 시간 대화 시작 세상 행복 사랑 그때 처음 사랑 노래 가사 의미 정상 생각 정도 경로 인터넷 문제 외로움 시작 세상 어둠 희망 어둠 예전 행운 기분 현재 상황 나이 남자 대학교 대부분 자취 기숙사 반면 혼자 시간 왕복 통학 상황 학년 학년 타과 음악 동아리 대인 관계 발전 연주 실력 학점 음악 동아리 매진 활동 선후배 대학 인맥 동기 음악 동아리 인맥 연락 때문 소실 모임 마음 그때 유혹 크기 사람 천지 마음 선배 자격 하루 시간 혼자 통학 정신 피폐 느낌 신경 역류 식도염 불치병 심리 불안 시간 아무것 정도 이것 때문 체중 체력 침대 그것 식도염 때문 식후 시간 동안 피곤 하루 시간 혼자 통학 정신 피폐 느낌 시간 분에 그때 컴퓨터 통학 사람 몇몇 커플 능력자 통학 기차 희희 거리 커플 자괴감 나중 혐오 시작 이제 한때 멘붕 통학 생각 가족 노릇 등록금 전공 관심 국가 장학금 나이 밥버러지 신세 때문 여기 도움 자신 기회 만족 식도염 오늘 암울 텐데
489,2,불안 마음 여자 서울 전문학교 자취방 우울 티비 낮잠 자신 쓰레기 미래 걱정 듯이 불안 학교 대화 사교 최악 도로 주행 포기 단계 청소 난장판 방치 친구 혼자 복합 작용 낭떠러지 불안감 수업 실습 대부분 참여 발표 스트레스 걸로 자발 나머진 아무것 믿음 이젠 때문 마음 불안
490,4,대인 기피 사람 시선 생각 불안 초조 친구 만남 약속 약속 날짜 불안 초조 사람 만남 긴장 표정 싸가지 소리 예전 친구 친구 이사 생활 배달 전화 배달 필요 부모 주변 심장 스트레스 증상 정도 정도
491,3,사회공포증 단순 낯가림 기간 여자 남자 여중 여고 주변 남자 외동 남동생 오빠 여자 동생 도요 마음 건지 얼굴 행동 지하철 복판 친구 이상 짓거리 나름 생각 가게 식당 직원 설명 긴장 사회생활 말주변 말개 마니 공포증 남자 카지 스트레스
492,2,포기 여잔데요 재수 부모 등살 환경 대학 학기 휴학 예체능 금전 사정 그때 예체능 친구 대학교 소식 기분 뭔가 하나 예체능 사진 기분 이상 표현 시작 그때 마음 상처 마음 생각 걸로 고민 이젠 짜증 포기 나이 남자 친구 연애 사람 결혼 결혼 생각 진짜 남자 친구 세상 상태 부모 조언 상황 결혼 걸까요
493,5,자동차 공간 폐소 공포증 원래 여자 자동차 일반 여자 관심 개월 투스카니 뒷좌석 머리 천장 시간 이후 자동차 일종 폐소 공포증 운전 경차 타면 숨쉬기 가슴 좌석 히터 경우 증상 일반 자동차 경우 신호 자동차 전체 크기 시야 얼마 신호 자동차 유리 천장 경우 증상 버스 증상 기타 전철 엘리베이터 증상 문제 운전 증상 계속 오픈카 버스 운전 증상 일종 폐소 공포증 치료
494,1,안녕 우울증 남자 희망 눈물 고민 답변 세월 허무 집안 가정불화 포함 시절 내성 공부 게임 오락실 학교 허무 성적 양가 기초 공부 고등학교 졸업 이후 성인 객지 생활 공장 월급 제자신이 원망 리니지 중독 현금 유흥비 탕진 백수 대출 생각 머릿속
495,3,우울증 증상 성인 여자 무기력 이유 사람 생각 사람 순간 혼자 혼자 생각 우울 불안 혼자 생각 우울 불안 마음 안정 혼자 걱정 이게 우울증 극복 방법 증상 주일 정도 오늘 성격 처음 걱정 친구 남자 친구 연락 이것 방해 생각 가족 상황 기분 누군가 의지 혼자 극복 다음 예전 모습
496,1,불안증 질문 남자 주간 가지 불안증 때문 고민 질문 일간 증상 나열 보통 새벽 가위 가슴 정도 저번 심장 자리 느낌 긴장 우주 느낌 지하철역 불안증 환경 원인 교우 관계 원만 대충 정도 증상 불안증 원인 해결 병원 병원 비용 정도 문제 장난
497,5,폐소 공포증 공황 상태 질문 학생 오늘 레베 이터 엘레 이터 지하 지하 시작 구조 느낌 시야 느낌 심장 통증 공황 상태 불안감 기절 심호흡 옛날 불로 벽장 옷장 장난 폐소 공포증 중학교 신경 폐소 공포증 물마 상태 꿈속 이상 감각 심장 불안
498,2,우울증 질문 평소 감정 기복 화가 일상 생활 지장 심리 검사 우울증 치료 필요 스트레스 학업 가정 문제 스트레스 생각 본인 우울증 사실 자각
499,3,요즘 언제 별일 짜증 성격 요즘 사람 마음 엄마 막말 감정 조절 정신과 가바 건가요
500,3,대인 기피 증인 가요 예전 우울증 대학 새내기 고등학교 적응 재수 우울증 사람 판단 대학 대인 기피 느낌 기숙사 생활 사람 공유 불편 사람 수업 나이 사람 자체 사람 수업 기숙사 사람 생각 고개 대인 기피 걸까요 만약 대인 기피 질병 휴학 치료 자연 학교 건지
501,2,지속 우울 병원 지금 지속 우울 정신 직장 나이 직장 우울 업무 연수 우울 사회 생각 때문 연수원 생활 당시 아침 체조 아침 생각 심장 수업 자습 시간 바깥 가족 그게 출근 아침 우울 눈물 친구 학교 공부 나이 생각 적성 주말 생각 머리 한숨 출근 생각 심장 머릿속 하루하루 시간 대로 기분 누가 짜증 가족 생각 지금 직장 현실 생각 대로 대로 긍정 사고 학교 공부 교실 긍정 생각 부정 생각 긍정 정신 상태 생각
502,1,피해망상 장애 이후 자신 부정 눈치 행동 생각 때문 행동 저욕 신경 여자 인사 표정 하나 나중 친절 혼자 오해 언제 남자 복도 하나 눈빛 부정 생각 정상
503,3,답변 부탁 안녕 올해 대학교 학년 학생 사람 사람 긴장 사람 의식 신경 사람 호의 표현 불안 행동 긴장 친구 행동 선생 답변 자존 정의 이해 불편 상황 사람 모습 경우 문제 사람 호의 표현 눈치 아빠 별거 몽둥이 동생 엄마 아빠 사랑 동생 충격 마음 안정 불안 친구 오버 행동 인기 친구 내것 생각 친구 내것 견대 초등 학교 학년 친구 친구 친구 소수 친구 친구 친구 긴장 일쑤 문제 연관 하나 아빠 사업 실패 초등 학교 학년 마음 그게 친구 거짓말 아빠 직업 형편 약점 수치심 생각 친구 걱정 이후 약점 생각 대학생 지금 긴장 사람 사람 불안 조언 노력 부탁
504,3,우울증 상담 안녕 여학생 우울증 증상 공부 요리 운동 공부 중간 요리 운동 요새 식욕 평소 공기 요새 공기 핀잔 잔소리 옛날 요새 짜증 자신 마지막 부정 생각 이걸 생각 이거 우울증
505,3,조울증 질문 조울증 병원 치료 최초 발병 시기 정도 최초 발병 정도 고생 정도 학교 정상 생활 찰나 시험 찰나 압박 그때 고생 시기 계속 외부 활동 상황 입장 무언가 미래 걱정 무언가 상황 압박감 주체 입장 조울증 현재 조증 형태 모습 의사 선생 질문 첫째 조울증 병일 가능 둘째 지금 상태 조울증 주변 가족 도움 부탁 의사 선생 주소 감사
506,1,분노 조절 장애 증상 치료법 안녕 지식 조언 장문 내용 문의 저희 집사람 문의 집사람 지속 기본 정보 소개 중반 아이 아버지 대상 저희 집사람 동갑 아이 아들 저희 연예 정도 아이 집사람 증세 폭력 장모 무안 정도 폭언 이유 대부분 저희 집사람 장모님 장기간 상태 자인 입장 저희 집사람 본인 장모님 실수 물분 물건 사람 부위 가지 얼마 말씀 근무 퇴근 둘째 아들 냉장고 항생제 음료 리터 정도 당시 집사람 집안일 항생제 목격 퇴근 귀가 상황 욕설 냉장고 차기 시작 발길 계속 사유 냉장고 구리 발생 당장 냉장고 걸로 폭력 냉장고 요점 큰일 가든 듯이 소리 욕설 폭언 폭력 주변 주변 사람 본인 부주의 대부분 원인 주변 사람 먼가 형태 본인 부주의 화장실 문틈 사이 발가락 상처 폭언 본인 그걸 본인 타인 주변 상황 문제 문제 발생 전화 회의 큰소리 듯이 폭언 저희 아이 위험 실수 회사 전화 듯이 욕설 폭언 아이 아빠 입장 고민 아이 아이 욕설 폭언 입장 공공 장소 폭언 때문 지경 둘째 아이 문의 경우 욕설 집사람 폭력 팔목 발목 상태 두자니 아이 걱정 스트레스 지식인 의사 선생 조언 부탁 얘기 말씀 제외 부탁 연예 시작 대화 본인 제어 부분 감사
507,1,충동 폭력 행동 생각 안녕 올해 남학생 질문 제목 설명 한마디 충동 폭력 행동 생각 결국 엄마 대화 엄마 쟁반 라면 충동 동일 폭력 행동 순간 상상 상상 한마디 자신 사실 상상 현실 행동 부정 단어 상상 표현 망상 평소 긍정 낙천 사람 자부 저희 부모 주위 친구 부모 친절 정도 화목 아빠 예전 뭔가 그게 전부 정신과 치료 만큼 상황 판단 여기 전문 지식 의사 답변 감사 감사
508,3,심리 상담 안녕 여대 학원 습관 때문 상담 하나 생각 습관 하나 머리 상관 딱쟁이 마찬가지 매일매일 행동 공부 고등학교 시험 기간 머리 딱쟁이 존재 대학 대학원 작년 대학원 이것저것 공부 습관 발병 책상 공부 상처 딱쟁이 멀리 심리 상담
509,2,대인 기피 치료 대학교 입학 남자 그동안 활동 외톨 생각 군대 신검 컴퓨터 검사 심리 검사 심리 검사 거기 선생 상담 그동안 가족 친구 아무 속앓이 얘기 동안 눈물 정도 상담 자괴감 때문 생각 생각 도피 상담 생각 대인 관계 성격 정신 연락 사람 친구 생각 누구 연락 주변 사람 눈치 생각 정신 병원 뭔가 편견 대인 관계 원활 사람
510,2,제자신이 상태 직장 여자 기분 감정 우울 그게 이유 이유 친구 페북 친구 인정 전제 자신 생각 이번 해외여행 모습 해외여행 염산 테러 생각 생각 내색 친구 모습 천사 언니 바보 언니 성향 질투 시기 마음 대상 자격지심 느낌 마음 걸까요 학창 시절 내성 자존심 고등학교 남자 친구 아이 임신 개월 동안 남자 친구 사랑 엄마 아빠 남자 친구 부모 양가 부모 결론 낙태 그때 정신 환청 환각 현상 사실 친구 그때 감기 몸살 입원 그때 길갈 사람 경련 평소 그때 낙태 단어 그때 이후 낙태 죄책감 짜증 이젠 피임 정상인 이야길 죄책감 친구 모습 남자 친구 사람 순수 남위 배려 어른 누구 걸까요 중학교 친구 앤지 생각 생각 허언 거짓말 사람 어필 그것 거짓말 친구 남자 친구 용돈 부모 사업 술집 건데 그쪽 언니 거짓말 가요 요즘 거짓말 거짓말 누가 정상 희망 하루 지하철 한강 욕구 이유 눈물 우울증 우울 후회 독해 모습 경쟁 상대 이젠 친구 페북 스트레스 탈퇴 연락 남자 친구 집착 남자 친구 집착 생활 패턴 남자 친구 위주 사람 상처 충격 아무것 정신 정도 텐데 상처 남자 친구 그것 이상 걸까요 정신 상담 상태
511,2,인증 증상 일전 이거 생각 생각 혼자 생각 의식 생각 가지 생각 인증 부모 얘기 엄마 아빠 얘기 생각 엄마 아빤 생각 생각 느낌 시간 하루 아침 생각 신경 짜증
512,2,우울 안녕 올해 남자 누가 여기 주저리 우울 원인 해결 병신 사람 완벽 열등감 자신 바보 자랑 졸업 누군가 직장 그동안 자신 부족 우울 행복 생각 하루 룸메이트 위로 룸메이트 룸메이트 위로 친구 생각 병신 녀석 이유 여중생 바보 우울 우울 아침 지옥 하루 시작 우울 우울 여기
513,4,계속 반복 생각 강박 증세 안녕 머리 정도 신경 질문 행동 이거 불편 본인 소지 제한 이동 무언가 반복 확인 축의금 의심 반복 생각 생각 반복 생각 행동 때문 현재 생활 불편 최근 사이 생각 이듭 병원 내공
514,1,중증 강박 진단 이상 샤워 시간 공중목욕탕 물티슈 종이 손잡이 핸드폰 주방 지퍼 사무직 키보드 얼굴 스텐 레스 젓가락 종이컵 그걸 이용 증상 호소 문진 설문 중증 강박 진단 약도 처방 문제 사고방식 전환 의사 선생 행동 현재 생각 행동 저지 생각 저지 상담 치료 대안 모색 생각 지방 정신과 의사 선생 의견 지식인 활동 의사 선생 의견 부탁
515,5,조언 부탁 선생 생각 검진 무언가 차례 무언가 먼가 건강 검진 완벽 사람 상황 사람 상황 생각 생각 생각 선생 건가요 무엇 생각 생각 그걸 실천 실천 누군가 무엇 생각 대답 대답 강박 불안감 정신 병원 정신 신경 의사 선생 강박 정확 글자 느낌 판단 확인 글자 생각 사람 답변 선생 강박 증인 가요 먼가 불안감 그게 불안 불안감 먼가 불안감 부탁
516,5,강박 증인 가요 불안 걱정 신경 그것 오늘 자취 주인집 연락 전기세 확인 그때 걱정 심장 머리 신경 생각 생각 계량기 확인 한전 문의 아무것 창문 걱정 확인 머리 어디 생각 다음 아침 며칠 걱정 걱정 과도 집착 감정 정신병
517,2,분노 장예 인천 직장인 예전 다혈질 나이 증상 인터넷 분노 장예 테스트 결과 사항 적용 작년 정신 질료 우울증 처방 복용 약복 복용 분노 조절 사고 자신 전문 병원 방법 방법 부탁
518,2,우울증 우울증 판단 여부 우울 가족 화목 연인 우울 생각 기운 기력 회복 대화 기분 뭔가 하나 우울 아버지 사업 생활 환경 변화 당시 경험 스트레스 생각 취업 걱정 우울 대인 관계 성격 생활 환경 우울 시작 우울증 요즘 병원
519,2,우울증 효과 증상 우울증 병원 생각 우울증 인터넷 검사 증상 사람 사람 얘기 집중 건지 사람 이상 생각 병원 우울증 처방 증상 사람 생활 불편 대화 이제 이게 하나 출발 마음 시작 호르몬 영향 계속 상태 건지 정상 집중 인터넷 효과 혹우 울증 경험 답변
520,1,불안 이번 재수생 아버지 때문 아무것 아버지 중독자 가정 폭력 공부 환경 사람 상담 쉼터 무리 동생 안정 대학 생활 걸까요
521,1,우울증 아무것 예전 요즘 새벽 중학교 학교 정서 불안 부모 전화 부모 정신병자 취급 부모 모습 시간 예전 정도 친구 얼마 고백 연애 연락 혼자 사람 목소리 짜증 고요 우울증 이유 부모 사이 그걸 부모 초등 학교 부모 대화 후회 소리 인생 부모 신경 생각 세상 내편 부모 내편이
522,2,정신 상담 우울증 발견 약물 치료 상담 완치 우울증 친구 문제 혼자 불안 편의점 처음 실수 계산 자신 편의점 시간 대의 시간 정도 오바 생각 시간 동안 사람 생각 걸까요 혼자 뭔지 사회생활 경우 그때 치료 상황 노출 방법
523,1,감정 기복 우울 초반 여자 학교 휴학 서울 부모 반대 현실 문제 당장 제힘 한계 상황 휴학 결국 때문 마음 학교 상황 얘기 거절 경제 문제 얘기 대꾸 서울 친구 성격 감정 눈물 반복 긍정 생각 성격 부정 학교 중요 자존 비교 우울 눈물 부모 사람 여기 욕심 여유 생각 대로 건지 감수 우울증 조울증 부모 설득 일시 걸까요
524,4,강박 피해망상 생활 문제 정신과 건가요 처음 문제 생각 정신 치료 건지 의문 집안 은둔 생활 개월 마트 쇼핑 대부분 시간 시간 강박 거울 물건 제자리 윗집 아이 발소리 의심 피해망상 기분
525,1,세상 적응 안녕 어른 후회 청년 얘기 사람 필요 지식인 가족 부모 후회 생각 생각 객기 사람 사람 세상 적응 나이 중반 청년 이유 인생 허탈 인생 중요 인간 관계 생각 생각 겁니다 인생 허탈 작년 지금 부모 사주 이름 물수 이것 기운 물수 중소기업 공장 취직 정도 실수 회사 업무 시간 커피 여자 친구 카페 어머니 전화 회사 어머님 말씀 엄마 전화 엄마 전화 도중 엄마 거짓말 여자 친구 여자 친구 눈물 울지 대도 애인 한태 결과 아무것 애인 한태 누굴 공부 음악 가출 결과 친구 애인 가족 고민 인생 인생 생각 방황 중반 청년 고민
526,4,세상 남자 정신 상태 질문 안녕 남자 정신 의사 상태 해결책 사람 사랑 연애 연애 시작 시작 상대 미련 일상 생활 자극 필요 자극 지하철 담배 공공 장소 친구 소리 쾌감 폭력 행사 야동 순간 무언가 샤워 최상 시나리오 야동 스마트폰 뉴스 검색 음악 쾌락 주체 거식증 폭식증 반복 충동 계획 충동 충동 사람 한눈 사람 평가 여행 물건 정리 주변 이야기 주변 현실 누가 목표 유흥 사람 시간 육체 느낌 이듭 자살 생각 실행 살전 죄책감 죄책감 일반 사람 누군가 하늘 사람 행동 심판 종교인 일반 사람 죄책감 일반인 죄책감 때문 고민 헛웃음 기독교 귀의 교회 인간 관계 구원 생각 하나 종교 인생 생각 열등 질투 천재 사람 천재 주변 환경 뒷받침 텐데 생각 열등감 질투 때문 사람 관계 외모 신경 극도 피부 용납 머리 왁스 과대망상 뭔지 사람 걱정 걱정 대비 뭔가 생각 인생 휴식 휴식 반복 공장 포함 동시 주말 정도 무릎 휴식 일구 반복 정상 휴식 용납 무언가 시간 낭비 때문 세상 정상 인간 인상 생각 사람 본모습 문제 성격 때문 마음 안정 뭔가 나중 결혼 정상 생활 충동 성격 때문 인생 해결책
527,2,심리 상담 질문 우울증 심리 상담 센터 상담 상담 선생 부분 이해 먼저 그건 듯이 설득 얘기 우울 진심 평소 선생 참고 병원 의학 상담 우울 정상 치료 과정 도움 부탁 하루
528,1,때문 고민 별것 눈물 눈물 건데 이게 번은 눈물 눈물 티비 남녀노소 동물 불문 장면 가슴 누군가 눈물 이거 생각 감정 조절 건지 이것 때문 스트레스
529,5,강박 장애 불안 장애 공항 장애 여자 대학생 정신 신경 증상 예전 중학생 구토 공포증 고등학교 처음 가위 피곤 정신 이상 두려움 아침 생각 영화관 비행기 버스 남과 공간 사람 발작 구토 해코지 사고 공간 공간 해결 가족 치료 필요
530,1,아기 남아 개월 남아 형제 엄마 얼굴 둘째 며칠 동안 미안 제어 정신 상담 자신 병원 어디 상담 상담 무료 자신 죄책감
531,1,아버지 갱년기 우울증 안녕 아버지 우울증 증세 용기 아버지 과거 소위 회사 사업 집안 중소기업 근무 최근 아버지 퇴근 표정 증상 무기력 감정 기복 무엇 아버지 본인 가족 부분 의존 요즘 주일 정도 부분 가족 터치 본인 가족 걱정 방관 무엇 아버지 본인 자신감 그게 문제 근원 생각 아버지 정신 치료 상황 가장 아버지 아들 가족 아버지 방법 가족 아버지 아버지 마음속 답변 전문의 답변 부탁
532,2,무기력 올해 직장인 작년 동료 직원 혼자 업무 집중 업무 뒤죽박죽 하루 종일 조퇴 처리 버릇 악순환 스트레스 가중 시간 정도 꿈속 경우 무기력 증상 반복 상황 증상 요약 주말 각오 월요일 현상 반복 두려움 불안 마음 지인 전화 안부 대화 이해력 상대방 요지 파악 기억력 감퇴 기억 나지 부모 생각 로또 당첨 회사 당장 어처구니 생각 불안 거부감 현실 도피 무기력 복합 전문가
