,answer,category,question,title
129,약 처방받기 전에 라벤다차나 카모마일차를 드셔보세요. 약은 내성이 생겨 안좋아요.,정신건강의학과,최근 2주정도 잠을 자려고 누우면 1시간정도 누워있어야 잠이 오기도 하고 자다가 3~4번은 깨는 것 같아요..깨고 나서 다시 잠드는 것도 20여분 소요되는 것 같고요ㅠ. 또 자고 일어나도 개운하거나 그런 게 아니고 안 잔 느낌이거나 그냥 눈 감았다가 눈 뜬 느낌? 진짜 피로해요ㅠ 불면증 증세인가요ㅠ 불면증이면 정신의학과에 가야할까요ㅠ? 아니면 내과?,불면증인가요?
130,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

작성하신 글을 보니 자주 변하는 근무시간과 이로 인한 수면리듬의 변화로 어려움을 겪고 계신 것 같습니다.

우리 몸에는 자연적으로 수면생리를 조절하는 장치가 있습니다. 그런데 위와같은 잦은 근무시간 변경과 수면 리듬의 변화는 자연적 수면주기와 맞지 않아 불면증이나 수면의 질이 저하되는 경우가 자주 발생합니다. 

기본적으로는 일정기간 수면패턴에 대한 명확한 평가가 이루어져야 합니다. 그러기위해서는 기본 근무시간 이외의 활동으로 인해 수면이 제한되는 경우, 예를 들면 회식, 야근 등의 경우는 가급적 배제하고 순수하게 수면에 대한 것이 평가되어야 합니다. 

이후 수면 시간, 질, 낮동안의 활동 수준 등을 확인해서 이에 맞는 방법을 찾아 교정해가는 과정이 필요합니다. 여기에는 수면위생에 대한 교육, 인지치료, 행동치료 등과 함께 일부 수면에 도움을 주는 약물을 사용하는 것도 필요합니다. 흔히 사용하는 수면제는 물론이며 습관성이 적인 멜라토닌과 관련된 약물을 사용할 경우에 이러한 수면리듬 회복에 도움이 된다는 보고가 있어 가까운 정신건강의학과 방문하시어 도움 받으셨으면 좋겠습니다. ",정신건강의학과,"일이 야간타임으로 바뀌면서

오후 4시~1시까지 일을 하게 되었습니다.

이렇게 일을 4개월정도 했는데요, 

처음에 어쩔땐 4시에서 1시까지 들어가기도 하고

갑자기 빵꾸가 나서 6시간정도 자고 

다음날 정오 12시에 출근하기도 하고,..

또 어떨땐 일 끝나고 회식이나 친구랑 술 한잔 하러 가기도 하는등...

그렇게 계속 밤에 일 끝나고 잠을 안 자다 보니까 

낮에 자는 몸이 되어버렸습니다. 

어떻게 해서든 다시 밤에 자보려고 1시에 와서 씻고 누우면
 2~3시간 자고 일어나면(일어나고 싶지 않은데 그냥 자동으로 일어나집니다) 엄청 말똥말똥합니다.

근데 다시 해 뜨고 8~9시쯤 되면 갑자기 엄청 몽롱하고 피곤해져요..

그래서 아예 쉬는날 하루종일 잠을 안자고 24시간정도 버틴다음 초저녁 (7~8시쯤)에 

잤었는데 다음날 오후 3시에 일어났습니다. 잠을 미치도록 많이 자고 또다시 오후 늦게 일어난거죠..

요즘 그래서 낮에 운동가던것도 그만두고 생활리듬도 엉망이고 건강도 안좋아진거 같습니다..

어떻게 해야 할까요? ㅠㅠ",수면장애인가요?
131,"1년정도 드시고 갑작스럽게 끊게되면 금단증상 옵니다.

천천히 조금씩 줄여가시면서 끊으시는게 좋습니다.",정신건강의학과,제가 강박증이 심해서 병원에서 약 복용 중입니다 불안 증세도 심해 항불안제와 강박증약을 먹고 있는데 이게 항우울제의 일종인 것 같더라구요 의사 선생님 말로는 세로토닌 관련 약이라고 하시던데... 한달 조금 넘게 먹었고 처음엔 효과가 없었는데 지금은 확실히 먹고 나면 불안이나 강박정인 사고가 덜한 것 같아요 근데 문제는 제가 아침에 나갈 때 까먹고 저녁 약을 안 챙겨가 못 먹을 때가 몇번 있었는데 그때마다 머리가 어지럽고 누우면 몸이 둥둥 떠 있는? 하늘에 있는 이상한 느낌이 들더라구요 그리고 막 화가 나면서 불안 증세가 심해집니다 이거 설마 금단 현상이나 그런건가요? 선생님은 지금 제 상태로는 일 년 정도는 먹어야 한다고 하시는데 주변에 보면 십년 정도 먹으시는 분들도 계시더러구요 못 끊어서... 설마 저도 그렇게 될 수 있나요?,항우울제 항불안제 부작용?
132,"   안녕하세요
  2~3년동안 복용하신거면 짧은 기간은
아닌데 한번에 갑자기 끊으시면 또 불면증 증상이
올 수 있으니 다니시는 정신과 담당의와 상담해서
조금씩 줄여가면서 끊어보시는게 좋을거같아요 ^^
  ",정신건강의학과,"제가 불면증때문에 정신과를 다녀요. 약멱은지 2.3년 됐어요.
근데 이젠 약을 끊고 자고 싶습니다.
그냥 끊어도 부작용 없나요?",정신과 의사선생님 질문이요
133,흥신소에 부탁하면 못할 일이 없다고 들었습니다.,정신건강의학과,결혼하기전 상대방 정신병력조회를 할수있는 방법에는 어떤것들이있고 어디서 할수있는지 구체적으로 알려주세요,정신병력조회방법
134,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

최근 성인 ADHD에서 콘서타의 사용이 승인되어 18세 이상의 성인에게도 콘서타는 최대 72mg까지 처방이 가능합니다. 

보험급여를 받기 위해서는 소정의 진단과정과 등록과정을 거쳐야하니 가까운 정신건강의학과 방문하시면 좋겠습니다. ",정신건강의학과,"13살때 ADHD판정을받고 콘서타를 20살까지복용한 25살 대학생입니다
다른게아니고 증상이 심한건아니고 아직까지 의지력및 집중력이 좀 부족하단걸 몸소느낍니다

그래서 콘서타를 복용하고싶은데 아시다시피 아동ADHD는 만19세까지만 처방을 하죠

어떻게 하면 복용할수있나요? 의사의 처방이 필요한데
성인ADHD 라고는 볼수없는정도라
그냥 하루라도 그 느낌을 다시받아보고싶은겁니다

방법이 없을까요??

개인적으로 거기에대해 공부를많이해서 특성및 부작용 이런것들은 굉장히 의사급으로잘압니다 화학관련전공이라 작용기전까지 아는사람입니다
다른잡다한 전문지식은 사양합니다

PS.
혹시나 지나가는분들중 대체 어떤 느낌이길래 이러는가
영화 리미트리스 보시면 그정도까진 아니지만 어느정도 멀해도 할수있다는욕구및 자신감이 솟아오릅니다.",ADHD 콘서타 질문이요
135,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

귀가조치를 받게 되면 다음 신체검사까지 일정기간 정신과 치료를 받으셔야 합니다.
병무청 지정병원의 경우 병무청 홈페이지에서 인근 지역을 검색하실 수 있습니다.
지정병원이 아니어도 진료 및 추후 진단서 등의 제증명서 작성도 가능합니다. 일반적으로는 다니기 편한 가까운 곳에 있는 병/의원을 추천해드립니다. ",정신건강의학과,"제가 약 일주일전에 군대에서 정신적인 문제로 귀가조취를 받았는데요
정신과치료가 필요할것같다고 해서 치료좀 받을려고 하는데 어느병원에 가서 정신과치료를 받아야 하나요?",정신과치료
136,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

약의 종류, 용량, 투약 기간 등을 고려해야 합니다. 
치료 기전이 다른 약으로 변경할 수도 있고, 기존 약을 증량할 수도 있습니다. 
약을 유지하고 다른 정신치료나 다른 계열의 약을 병용할 수도 있습니다. 
즉, 여러가지 고려해야 할 사항도 많고 선택 가지수도 많아 담당 선생님과 충분한 상의후 결정해야 하겠습니다. ",정신건강의학과,"약을 잘 먹고있다가 재발을 하면 어떻게 치료하나요?
더 쎈약을 투여하나요? 아니면 약을 바꾸나요?",조현병 재발 치료
137,"형이면 이미 군대 다녀오셨겠네요.

군인에게 해줄 수 있는 것은 사실 별로 없죠. 

흔한 병은 아니라도 충분히 걸릴 수 있는 것을 생각하시고

거기에 관해 책 읽고 형이 지식을 쌓아보세요.

그리고 동생에겐 언제나 형이 있으니 무슨 일이 있건 형에게 말하렴.

이렇게 마음을 터놓을 수 있게 만들어 놓아주세요.

우울증은 죽고 싶은 것이고,
공황장애는 꼭 죽을 것 같은거죠.

아무 일 생기지 않고 절대 그렇게 두지 않는 형이 있다고 각인 시켜야 겠죠. ",정신건강의학과,"입대한지 얼마되지않아 이병인 저희 동생이 훈련소끝나고 자대에가서 점호받을려고 서있는데
가슴이 꽉막히고 과호흡이 온 뒤에 심박동수가 빨라지다가 쓰러졌답니다. 군부대에서는 군병원을 갔지만
검사를 해도 아무이상이 없어서 다시 군생활하다 2주후에 같은현상으로 또 쓰러졌답니다..그래서 군대서 군의관이 정신검사같은걸 했다는데 확진은 아니지만 공황장애같다고 말씀하셨습니다.
저도 병장으로 군생활 5개월을 남겨둔 상황에서 군생활을 해오고 있지만 이등병때 엄청난 스트레스를 받은기억이 있습니다 하지만 무난하게 이병,일병거쳤습니다 근데 어렸을때부터 겁도많고 저보다는 상대적으로 약한 멘탈을 가진 저희동생한테 형으로서 해줄 수 있는게 뭐가 있을까요? 동생말로는 사람들과 잘지내고 있다하고 동생부대 행보관도 군생활 잘하고 있는데 이런점에서 걱정이 된다고 합니다.

공황장애라는 질병이 20대 성인에게 흔한병인가요?

확진은 아니지만 공황장애증상을 나타내는 동생한테 같은 군인인 형이 동생이 충격 안 받고 해줄 수 있는 좋은방법 뭐있을까요? 조언 부탁드립니다",동생이 군대에서 공황장애증상이 나타났는데 질문있습니다
138,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

환시(visual hallucination)는 지각(perception) 장애의 일종으로 실제하지 않는 것을 실제하는 것으로 보는 것을 의미합니다. 
환시는 특별한 정신병리가 없어도 경험할 수 있는 지각왜곡으로 잠이 들려고 할 때나 깰 때와 같이 의식수준의 변화가 생길 때의 환시, 환청 등은 병으로 보지 않습니다. 또한 육체적으로 피로감이 심하거나 정신적 스트레스가 심한 상태에서도 경험할 수 있습니다. 따라서 이러한 환각을 경험하는 것 자체만으로는 문제로 보기 어려우며 이와 같은 현상으로 일상생활에 심각한 영향을 준다면 평가나 치료가 필요하겠습니다. ",정신건강의학과,완전히 잘때 그러진않는데 잠결에 비몽사몽할때 새벽에 이상한 환상을 봅니다 주로 큰벌레가 자주보였는데 어느날은 비둘기가 보이기 시작하더니 몇일전에는 제 방안에 사람이 보였습니다 별로 대수롭지 않게 넘어갔었는데 주변에서 병원에 가는게 좋겠다고 하네요 자꾸 환상을보는이유가 뭘까요? 심각한문제인걸까요??,가끔 자다 깰때 환상이 보입니다..
139,정신과 비싼가요???,정신건강의학과,지금 정신과다니고있구여 다닌지 한 3개월 정도된거같구요 군면제 받으려면 병명진단서?확인서를 떼가야해서 임상심리테스트 인가 검사인가 를 받아야된데요 병원에서 자세히좀 알려주세요 ㅠㅠ 사회공포증으로 사람많은곳가멷 몸떨리고 심장터질꺼같고 그래서 현제 항우울제 복용중입니다 이정도면 면제가능한가여?,군대 면제 질문
140,기적을 바라고 계시네요 솔직하게 맘속이야기를 하세요ㅕ,정신건강의학과,"저희 아빠가 조현병이십니다. 꽤 오랫동안 앓아오셨어요. 그러다 2년전 쯤 돌연 약을 안드시더니 상태가 많이 악화되어서 지금 병원에 입원 중이십니다. 환경이 더 좋은 병원으로 옮겨가며 치료했지만 담당의로부터 호전이 어려울 것 같다는 말을 들었습니다.
다른 가족이 면회를 갔었는데 절 보고 싶다고 하더랍니다. 엄마께서 마지막으로 할 수 있는 건 다 해보자며, 생각의 전환이 생긴다면 호전될 수도 있을 것 같다며 저보고 면회를 다녀오잡니다.
의사도 못고치는데 제 말로 나아질 가능성이 있긴한가요? 있다면 무슨 말을 해야하고 또 하면 안되는지..",아빠가 조현병이신데 무슨 말을 해야하나요
141,"네 신경정신과 상담받으시고 약처방받아 드시면 좋아집니다,",정신건강의학과,"고2 여잔데요
지나치게 남의눈치를 많이보고 소극적입니다
사람들을 무지하게 싫어하고 집에있는걸 좋아하는 은둔형외톨이같은 성향을 갖고있어요
사람과 마음을 잘 나누려하지 않아서 제친구들과의 모든행동들도 저에겐 다 거짓이고 가식입니다
그래서 학교에 있는게 너무 피곤하고 힘들어요
왕따는 아니지만 지금까지 살아오면서 친구도 별로 못사겼고 어딜가나 찐따같이 있었어요
제이런성격은 중1때 친구관계에서 너무 힘든일을 많이 겪어 우울증을 앓고나서부터 이렇게 되버렸습니다
제성격이 애초에 소심하긴했지만 이정도는 아니였던것같거든요
이대로가다가는 사회부적응자가 될것같아요
지금생활도 무척 불만족스럽고요
정신병원에서 치료받으면 좀 나아질까요?",성격도 정신병원에서 고칠수있나요
142,"잠꼬대는 병은 아니지만 램수면 장애 설명을 참고해 보세요.
사람의 수면은 꿈을 꾸는 렘(REM)수면과
꿈을 꾸지 않는 논렘(Non-REM)수면으로 구성되어 있는데
렘수면 동안은 신체의 대부분의 근육이 마비가 일어나
다양한 꿈을 꾸지만 직접 행동으로 나타나지는 않습니다.
하지만 드물게 이러한 마비 현상이 불완전하거나 없는 경우에는
행동으로 나타내게 되는데 이를 렘수면 행동장애라고 합니다.
이런 증상이 있는 사람은 꿈꾸는 동안 소리를 지르고
실제로 팔다리를 과격하게 움직여 본인이 다치거나
옆 사람에게 상처를 주기도 하며 잠에서 깨어나면 꿈을 생생하게 기억합니다.
렘수면 행동장애는 렘수면 중의 정상적인 근력소실이 없어지고
꿈을 꾸는 동안 과도한 근육운동이 동반되는 특징을 보이는 질환으로
만성적인 경우 50대 이상 남자에 많고 일부의 경우 가족력이 있습니다.
대부분 특발성이지만 직접, 간접적으로 뇌간을 침범하는 신경과적 질환과 동반되기도 합니다.
최근에는 일부 퇴행성 뇌질환과의 관련성이 제시되기도 하였고
신경학적 이상소견이 나타나기 전에 렘수면 행동장애가 먼저 나타난 경우들도 있습니다.
특징적인 증상은 잠을 자면서 말하기, 웃기, 소리치기, 제스처,
주먹질, 발길질, 침대에 앉거나 뛰어내리기, 기어디니기 등 입니다.
걸어다니거나 방을 벗어나지는 않으며 대개 눈을 감은 채로 꿈의 내용에 따른 행동을 합니다.
꿈은 많은 사람들이 꾸지만 기억을 못하는건 숙면을 하기 때문인데
질문자 분이 기억을 못하는건 숙면이 잘 되기 때문 입니다.
수면다원화 검사를 받아 보시면 좋겠습니다.
좀 큰 이비인후과나 수면 크리닉에 가시면 검사를 하는데
하루를 자면서 모니터링 해서 비용이 좀 비쌉니다.
 관련 전문의 의견을 모아서 링크를 해 드렸었는데
네이버가 그런건지 누가 신고를 해서 그런건지
흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다.
 수면 다원화검사 설명   
잠꼬대 관련    꿈 관련      
꿈 꾸다 주먹질? ‘렘수면 행동장애’      수면놀람증이란     
수면장애 관련    수면 관련     수면 건강 관련       수면 시간 관련      
쉽게 잠 들기 관련     잠의 질 관련        낮잠 관련        수면에 좋은 음식 관련      
인간의 면역세포 와 잠      각성 장애 관련      졸음 관련    수면6시간 이하 질환 관련
을 아래 카페나 인터넷에서 찾아서 읽어 보세요.",정신건강의학과,"저희 남편은 32살 건장한 남성입니다.
남편이 수면중에 가끔 저랑 대화를 하거든요.
평균 한달에 5~6번정도?
결혼전에는 어머니랑 같이 자도 그런일 없었다는데...
저랑 연애시작하면서 같이 잠을 자면
눈은 감고 자는거 같은데 또렷하게 말을 걸어요~
제가 잠귀가 밝아서 자다가도 듣거든요...

예를 들면...
남편 : 아~ 집크네~
나 : 누구집?
남편 : 내가 웃기다던 이상준..
나 : 집 구경해?
남편 : 엉
---------------------------------
남편 : (울상을 짓고 흐느낌)
나 : 왜울어?
남편 : 쟈기가 나 싫다고 떠난데...
나 : 아냐~ 나 여기있자나...
남편 : 안아줘~

이런대화들 이예요.
짧지만 웅얼거리는게 아니라 또렷하게 대화를 하구요
일어나면 기억을 못해요.
흐느끼거나 웃을때도 있는데...
그럴때도 눈은 감고 표정과 소리만 내요~

검색해보니 행동을 하면 더 안좋은거라 하던데...
행동은 3년동안 1번 꿈에서 싸우다 저를 때린적 있거든요.. 엄청 아파써요ㅠ

자다가하는 대화... 이것도 수면장애인가요?
치료를 받아야 할만큼 심각한 걸까요?
걱정이 되서 남겨봅니다..",남편이 수면중 저와 대화를 해요
143,한의원에 가서 침맞으세요.,정신건강의학과,"갑자기 우울증이 심해져서 병원을 방문하고, 약을 복용한지 2주정도됩니다.

유니작정 1/2알을 복용하는 것으로 시작했습니다.
이 때는 정신적으로 졸림이 심한 것 외에는 괜찮았습니다.

그런데, 1알으로 늘렸더니 예민해지고 심한 설사가 생겼습니다.

그래서 파록스정 1알로 바꾸었습니다.
바꾼지 몇시간 지나지않아 왼쪽귀에 귀울림이 생겼고, 심한 오심이 생겨 밥을 먹기가 곤란했습니다.


원래 약에 대해서 예민하게 반응하고, 그 부작용이 심하게 나타나는 편이라 양을 적게 써달라고 말씀드렸고, 처음에 1/2알을 복용할 때 괜찮았던 것이 1알을 복용하고 부작용이 나타났습니다.
그 다음약도 1알을 복용하니 부작용이 나타났구요.
그래서 용량을 적게 쓰면 안되냐고 물어보니 답이 없으시더라구요.

혹시 우울증약은 용량을 적게 쓰면 안되는건가요?",우울증 약의 양을 적게 하면 치료가 어렵나요?
144,조직스토킹 당하면 전파무기 이용해서 인공환청이 들리게 하는 방법이 있으니 조직스토킹 검색해보시고 해당사항이 없으면 가위눌린 걸 수도 있으니 베개밑에 칼을 두든지 베갯속에 복숭아씨를 넣어두세요. 복숭아씨는 불교용품 사이트에 있어요.,정신건강의학과,"잠들기 전에 스트레스 많이 받은 날이나
예민해진 날이면
눈을 감아도 자꾸 뭐가 신경 쓰인다고 해야하나
누가 날 쳐다보고 있는 거 같고
혼자 불 끄고 잠들기가 무서워지거든요

그런 느낌이 좀 고조 되면
환청이 들릴 때가 있어요 가끔씩
오늘 같은 경우는 남녀 목소리였는데
남자가 웃다가 사사~ 사사~ 사~ 하는 뱀 흉내내는 듯한
소리를 내는 걸 뚜렷히 들었어요
꼭 제 귀에 대고 말하는 것처럼...

환청이라는 걸 당연히 인지는 하는데
이런 것도 정신적으로 문제가 있는 건지...
아니면 일시적인 현상인 건지 걱정이 되네요",이거 환청인가요?
145,"2시간씩 자는시간을 뒤로 밀어가면서 자면 다시 밤에 잘 수 있지 않을까요? 만약 아침6시에 짔다면 그 다음날은 8시 그 다음날은 10시 그 다음날은 12시...>>>>
그럼 다시 저녁에 잘 수 있을것같아요. 근데 학교 다니느라 좀 어렵겠지만 할 수 있는데까지 해보세요.",정신건강의학과,"고3입니다.

평소에 하루 3시간 잠을 자고도 멀쩡했었는데 요 근래들어 점점 리듬이 무너지는 느낌입니다...

평소엔 졸리고 저녁때 되면 잠이 안오는데, 이거 어떻게 할 방법 없을까요....

아침 내내 졸려서 간당간당하게 정신 붙들고 있거든요..근데 밤만되면 정신이 말짱해요;; 리듬이 완전히 무너진거 같은데 좀 되돌리기에 좋음 방법 없을까요.

침대에 누워서 1시간동안 눈감고 누워있다 결국 일어나서 한숨도 못자는 일이 하루이틀이 아님...

그렇게 하루 못자도 밤만되면 안졸림;;;",수면리듬 되찾는법?
146,의사에 의하여 약물처방을 받은 경우 기록이 안남게 할 순없습니다 비보험처리해도 기록에 남습니다,정신건강의학과,"제가 1년전에 상담소를 다녔었고, 어머니가 그때 기록을 남지 않게 하셨습니다.
약물처방도 받았었어요.
그런데 제가 신검을 받는데 그때 상담실 에 계시는분이
정신과에 가보는게 좋을거같다고 하셨어요. 진단서 끊으면 재검할수있다고 하시고..

예전에 상담실에 다녔을때 기록을 남지 않게했는데 
다시 전화해서 기록을 살릴수도 있나요?
진단서를 끊을 수도 있을까요?

상담소는 대군데
제가 올해 대학을 서울쪽으로 와버려서..
(부모님은 대구에 계세요)",정신과 진료 기록
147,조현병이 아니라 분노조절장애입니다.,정신건강의학과,"저희집에 세들어 살고 있는 임차인(여자이며, 나이는 40대 중반, 글에서는 아무개라고 칭하겠습니다.)이 맘에 안드는 일이 생기기만 하면 저희집에 사과를 요구하며 소리를 지릅니다. 조현병 초기증상인가요?

1. 아무개가 다른 세입자들에게 시비를 거는 일이 많이 있습니다.
빨래를 맘에 안들게 한다(남이 빨래 너는데 와서 괜히 시비), 왜 혼잣말 하냐(혼잣말하면 옆집에 들리나요ㅠㅠ), 시끄럽게 군다(남들은 못듣는 소리를 혼자 듣나봅니다ㅠㅠ) 등등 이유도 가지 가지 입니다.
아무개 때문에 다른 세입자 들에게도 항의를 받고 있습니다.
도대체 저 여자 뭐냐며..... 왜 자꾸 시비거냐고
이런일이 많이 일어나서 계약도 안끝난 다른 세입자가 이사간것만도 2번 있습니다.

시비를 걸때도 남자에게는 입도 뻥긋 못하고, 꼭 여자혼자 있거나 여자 혼자 살고 있는 사람 ( 남편이 일하러 간사이 부인에게 시비 아니면 여자 혼자 살고 있는 사람에게)한테만 시비 겁니다.

이 때 자기 분이 안풀리면 저희 집으로 찾아오거나 전화로 난리가 납니다. 세입자를 골라 받아야 집이 편하게 돌아가는데 주인집 (저희)이 세입자를 아무나들여서 자기가 욕을 먹었다고 사과하랍니다.

왜 시비는 지가걸어놓고 우리더러 사과하라는지 도무지 모르겠습니다.

2. 월세, 기타 관리비 1년이나 밀렸습니다.
월세 재촉하면 반말 했다고 사과하랍니다.
월세 밀린 얘기는 입도 뻥끗 못하겠습니다.
아침 댓바람이던 한밤중이던 버럭버럭 사과를 요구합니다.
도대체 월세를 밀렸다고 재촉했는데 무슨 반말을 했다고 저희한테 자꾸 사과를 요구하는지 모르겠습니다.
저희 어머니에게 욕으로 시작해서 욕으로 끝나는 사과요구 문자, 전화 합니다

3. 의사전달 불가.
사실 월세재촉도 어렵습니다.
아무개가 저희 어머니 전화번호를 차단했거든요.
(자기 사과전화요구할때만 전화옵니다.)
제가 내려가서 문두들겼을 뿐인데 문도 안열어 주면서 욕은 엄청 퍼부어 댑니다.
결국 경찰관이 오셔서 상황수습했습니다.
이때도 월세 얘기는 꺼내지도 못했습니다.
문두들겨봤는데 욕이 날아 옵니다.(저 진심 이날 욕 안했습니다. 구경하시는 이웃분들한테 경찰에 신고해달라고 부탁한건 말고는 한 말 없습니다)
오히려 경찰관 오시는걸 보더니 제가 욕을했다며 야단합니다.
이날도 경찰관님 가시고나서 저희 어머니 핸드폰으로 어김없이 사과요구전화옵니다. 자기한테 욕한거 사과하라고......

지난 번 진행했던 인구조사 저희동네에서 그 집만 못했습니다.
그때도 인구조사 하시는 분한테 온갖욕이.....

요약. 대화불가(욕을함)
남자한테는 입도 뻥끗 못함
시비는 지가 걸어놓고 엄한 우리집에 사과요구

이거 조현병 초기 맞나요?
검색어에 조현병이 올라와있어 궁금해 물어봅니다.",조현병 초기증상
148,국가의료보험 말입니다.,정신건강의학과,"보험적용 하면 비용이 더 싸다는데요
어떤 보험을 말하는건가요? 저는 현재
보험 들고 있는것이 없는데 신경정신과
치료시 보험적용 하려면 뭐 들어야 할
보험이 있나요~?",신경정신과 보험적용
149,한의원에 가보세요.,정신건강의학과,"최근에 이상하리만치 신경이 날카롭고 짜증이납니다.
예전같았으면 대수롭지 않게 생각하거나 그냥 참고 넘어갔을 일을 최근에는 하나하나 짜증이나고 화를 냅니다.....
때문에 주위에 피해를 끼치게 되고 제 스스로도 이 일로 너무 괴롭습니다...
그간 참고 살아왔던게 지금 터졌나 싶기도 하지만 최근에는 스트레스를 크게 받는 일은 없었고 있었어도 금방금방 풀었습니다. 오히려 지금은 되려 스트레스도 안받고 여유롭게 있었습니다만 갑자기 이렇게 되네요...ㅠ
여태 긴장을 하며 살아왔다가 갑자기 풀려서 그런걸까 싶기도하구요....
정신과 상담을 받아보곤싶지만 비용도 비용이거니와 예전에 한번 받았을 때 그리 효과가 있진 않아 따로 정신과에서 상담을 받고 싶진 않지만 그렇다고 이대로 있을 수 도 없을것같아 지식인에 문의해봅니다...ㅠ
어떻게 해야 할까요...",정신과 상담
150,정신과 의사마다 본인이 생각대로 쓰는 약이 달라서 알 수가 없습니다,정신건강의학과,"알프람정 처방받을려고 합니다.
정신과에서 사용하는 보편화된 약인지 궁금합니다.
일반적인 정신과에서 사용하는 정도인지 궁금해서요",알프람정은 정신건강의학과에서 사용하는 보편적인 약인가요?
151,밤에 숙면을 하셔야 잘 일어나실 수 있으니 신경을 안정시켜 잠을 잘 오게 하는 라벤더차나 카모마일차를 밤에 드세요. 마트에 팝니다.,정신건강의학과,"저는 21살 대학생이구요.

제가 어렸을때부터, 초등학교 고학년~고3까지 지각 한번이 없습니다.
결석도 당연히 없고 그만큼 나름 성실합니다.

그런데 문제가 있습니다.
지각이 없는 이유중 하나가 다음날 못일어날까봐 
걱정이되서 잠을 얕게자거나 잠이 잘 안옵니다.

다음날 못일어나면 안되는데.. 이런 생각이 은연중에 박혀있습니다.
그러다보니 계속 새벽에 깨고 난리도 아닙니다.

물론 알람도 맞춰놓고 그렇지만 못일어날까봐 걱정이 됩니다.

어떻게하면 이런 마인드를 고칠수 있을까요.",못일어날까봐 걱정되서 불면증이 있습니다.
152,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

피곤함과 무기력함은 우울증의 대표적인 증상입니다. 특히 강박증과 같은 불안증상이 오래되면 무기력감을 느끼는 경우가 많이 있습니다. 

다만 이러한 증상이 우울한 시기에만 국한되는 것인지 우울함과는 별개로 있는 것인지는 좀 더 깊은 면담을 통해서 평가해보아야겠습니다. 우울한 시기가 아닌 때에도 피곤함과 무기력함이 있다면 신체질환, 약물 부작용 등 다른 이유에 대한 평가가 필요하기 때문입니다. ",정신건강의학과,"신경정신과를 꾸준히 다니구 있는데요 약물치료도 하구있구요 예전부터요

예전보단 나아졌는데

강박증이 좀 있고 불안증 우울증이 좀 있는데요

이럴경우 피곤함과 무기력증이 같이 오나요?

평상시에 피곤함과 무기력증이 있을때가 많아서요

이럴수 있나요? 연관이 있나요??

답변해주시면 감사합니다.",전문의분들만 답변해주세요...강박증 불안증요
153,"1. 다른 정신과에 가도 진료기록과 처방기록 다 뜹니다.

2. 주민번호까지 적어야 합니다.",정신건강의학과,"1다른 정신과에서 제 진료기록이나 처방기록 안뜨나요?
2병원에 처음 내원할때 신상기록 적으라고 하는 종이에 주민번호 뒷자리까지 적어야하나요? 비보험 진료 받는거면요..",정신과 비보험으로 진료 처방 받으면요
154,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

에스시탈로프람과 영양제류는 함께 드셔도 큰 상호작용은 보고되지 않았습니다. 일반적인 의약품과 함께 복용해도 큰 문제없으니 안심하고 드셔도 될 것 같습니다. ",정신건강의학과,"제가불안장애가 있어서 산도스에스시탈로프람정ㅇ(119써져있는)을 먹고있는데요 나우제품 l아르기닌 영양제도 먹으려하는데 상관없나요?


Ps 아르기닌영양제는 공복에 단독으로 복용하는걸로아는데 마그네슘영양제랑 동시간대 복용해도 괜찮나요?",정신과의사님들만 답변해주세요(약사님도!)
155,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 권용석 입니다.

말씀하신 두 가지 약물 모두 분비샘을 마르게 하는 작용이 있어 입과 코안의 점막을 건조하게 하는 부작용이 있을 수 있습니다. 특히 벤즈트로핀의 경우 그러한 부작용이 용량에 따라 심하게 나타날 수 있습니다.

우선 담당선생님께 이와 같은 부작용이 있다고 문의해보시고 용량 조절이 가능하다면 용량을 조절해보시는 것이 좋겠습니다. 용량 조절이 어렵다면 실내를 건조하지 않게 유지하시고 수시로 물로 입안을 헹구는 것이 도움이 됩니다. 사탕이나 당성분이 첨가된 음료수, 커피 등은 입안을 더 건조하게 하니 좋지 않습니다. ",정신건강의학과,리페리돈과 환인벤즈트로핀을 먹고 있는데요 코가 건조하다고 해야되나 코가 마르는 현상이 너무 심합니다 자기전에 먹는데 코가 건조해서 잠을 못자겠어요 어찌해야 할까요,정신과약 부작용 질문
